date,ticker,open,high,low,close,volume
2021-12-30,GOOGL,154.94,156.78,154.1,154.83,9175494.0
2021-12-31,GOOGL,155.54,155.95,154.46,155.43,19867245.0
2022-01-03,GOOGL,158.43,159.0,156.22,157.78,15160734.0
2022-01-04,GOOGL,159.46,160.31,158.82,159.75,17264537.0
2022-01-05,GOOGL,161.64,162.47,161.6,161.8,9690054.0
2022-01-06,GOOGL,159.69,161.15,158.47,158.98,16921685.0
2022-01-07,GOOGL,160.43,163.98,160.08,161.79,13206272.0
2022-01-10,GOOGL,162.2,163.14,161.51,161.99,11032261.0
2022-01-11,GOOGL,159.36,159.61,159.36,159.57,20571803.0
2022-01-12,GOOGL,162.83,164.47,162.1,162.37,6121037.0
2022-01-13,GOOGL,161.18,163.24,159.34,160.85,19494713.0
2022-01-14,GOOGL,155.04,156.3,154.89,155.47,20256174.0
2022-01-17,GOOGL,151.87,152.68,150.91,152.17,
2022-01-18,GOOGL,150.28,151.79,149.5,151.66,10684210.0
2022-01-19,GOOGL,154.15,154.32,151.7,153.69,14483589.0
2022-01-20,GOOGL,155.06,155.27,154.59,154.92,53088702.0
2022-01-21,GOOGL,155.04,156.3,152.65,154.19,14929937.0
2022-01-24,GOOGL,156.21,157.75,154.96,156.45,55980228.0
2022-01-25,GOOGL,160.54,160.69,159.35,159.97,27116356.0
2022-01-26,GOOGL,165.52,167.02,165.02,166.22,12672700.0
2022-01-27,GOOGL,170.47,172.89,169.78,172.32,4992156.0
2022-01-28,GOOGL,173.36,173.73,171.65,173.42,63467529.0
2022-01-31,GOOGL,176.45,178.49,174.65,176.85,26609615.0
2022-02-01,GOOGL,168.37,170.05,167.18,169.07,18400589.0
2022-02-02,GOOGL,175.3,175.57,172.36,174.68,26949537.0
2022-02-03,GOOGL,173.71,175.51,172.11,172.89,15114165.0
2022-02-04,GOOGL,176.45,176.54,175.13,176.37,8787424.0
2022-02-07,GOOGL,166.78,168.09,166.16,166.9,19991366.0
2022-02-08,GOOGL,167.75,169.08,166.26,167.71,7306818.0
2022-02-09,GOOGL,166.59,167.45,166.34,167.02,13993144.0
2022-02-10,GOOGL,171.66,171.99,171.0,171.28,9513746.0
2022-02-11,GOOGL,176.24,177.99,175.06,177.32,16708950.0
2022-02-14,GOOGL,,173.99,172.52,173.84,13571971.0
2022-02-15,GOOGL,170.06,171.26,169.89,170.6,17026596.0
2022-02-16,GOOGL,171.93,172.22,170.72,171.57,16044401.0
2022-02-17,GOOGL,178.13,178.96,177.37,178.34,9626199.0
2022-02-18,GOOGL,179.65,180.4,177.75,178.69,19889729.0
2022-02-21,GOOGL,174.39,174.74,171.64,173.83,15592038.0
2022-02-22,GOOGL,171.09,173.05,170.78,171.63,9614304.0
2022-02-23,GOOGL,172.94,173.68,172.22,172.5,30156525.0
2022-02-24,GOOGL,173.24,173.74,172.5,173.52,18932753.0
2022-02-25,GOOGL,171.28,171.51,168.94,170.96,14927358.0
2022-02-28,GOOGL,169.29,170.99,168.7,168.72,24904196.0
2022-03-01,GOOGL,165.94,167.49,163.42,165.22,27617823.0
2022-03-02,GOOGL,169.65,170.42,169.37,169.52,
2022-03-03,GOOGL,167.59,167.69,165.02,166.53,18111990.0
2022-03-04,GOOGL,165.23,165.6,163.85,164.94,9617651.0
2022-03-07,GOOGL,163.34,163.54,161.46,163.26,14965954.0
2022-03-08,GOOGL,157.49,159.09,155.53,157.68,14636016.0
2022-03-09,GOOGL,154.42,156.06,153.25,154.81,17077896.0
2022-03-10,GOOGL,159.41,161.23,157.57,159.14,18018885.0
2022-03-11,GOOGL,155.12,155.81,153.4,155.06,19463240.0
2022-03-14,GOOGL,152.05,152.3,150.71,151.9,17413851.0
2022-03-15,GOOGL,147.88,148.11,145.99,147.6,8200827.0
2022-03-16,GOOGL,147.54,149.7,147.13,147.39,9932743.0
2022-03-17,GOOGL,154.95,155.82,152.42,153.73,12426591.0
2022-03-18,GOOGL,153.05,153.73,152.86,153.37,14106929.0
2022-03-21,GOOGL,153.95,154.13,152.59,153.69,22586094.0
2022-03-22,GOOGL,150.98,152.37,150.06,151.11,8504901.0
2022-03-23,GOOGL,149.53,153.03,148.92,151.0,13628753.0
2022-03-24,GOOGL,155.11,155.51,152.95,155.23,21964223.0
2022-03-25,GOOGL,155.23,156.02,154.24,155.81,13994743.0
2022-03-28,GOOGL,163.35,163.92,162.9,163.39,18830886.0
2022-03-29,GOOGL,168.07,169.99,166.95,168.08,15014620.0
2022-03-30,GOOGL,168.12,168.79,165.93,167.87,17535602.0
2022-03-31,GOOGL,167.22,167.8,166.91,167.58,14448942.0
2022-04-01,GOOGL,173.52,174.92,171.6,173.8,20145363.0
2022-04-04,GOOGL,174.92,175.52,174.27,174.43,6074293.0
2022-04-05,GOOGL,179.45,180.29,178.67,180.03,13591243.0
2022-04-06,GOOGL,173.54,175.49,172.47,174.82,53366097.0
2022-04-07,GOOGL,174.25,176.53,172.7,174.14,19297010.0
2022-04-08,GOOGL,176.34,178.58,174.69,175.6,25398743.0
2022-04-11,GOOGL,180.02,182.0,179.09,179.53,13414966.0
2022-04-12,GOOGL,182.82,183.18,181.44,182.7,
2022-04-13,GOOGL,186.81,188.04,185.11,185.89,11710252.0
2022-04-14,GOOGL,181.4,182.56,180.23,180.63,24353609.0
2022-04-15,GOOGL,177.16,178.32,176.34,177.39,21102052.0
2022-04-18,GOOGL,175.75,176.34,173.88,175.58,10091819.0
2022-04-19,GOOGL,180.65,182.01,179.11,180.44,17855275.0
2022-04-20,GOOGL,175.64,176.78,175.4,175.71,15576326.0
2022-04-21,GOOGL,182.62,183.65,180.0,181.8,19881508.0
2022-04-22,GOOGL,184.95,187.1,183.5,185.06,14482025.0
2022-04-25,GOOGL,184.09,185.89,183.52,184.46,41843613.0
2022-04-26,GOOGL,178.98,182.81,178.15,180.83,24610895.0
2022-04-27,GOOGL,180.66,181.47,179.87,181.23,15274278.0
2022-04-28,GOOGL,181.58,183.36,179.88,182.54,21159015.0
2022-04-29,GOOGL,183.64,185.01,182.87,183.67,14468795.0
2022-05-02,GOOGL,184.06,186.47,183.63,184.98,26503698.0
2022-05-03,GOOGL,184.41,184.94,182.51,183.97,11587418.0
2022-05-04,GOOGL,185.44,185.78,183.42,184.63,11995730.0
2022-05-05,GOOGL,188.97,189.16,188.11,188.99,25599522.0
2022-05-06,GOOGL,183.59,187.75,183.05,184.31,13071975.0
2022-05-09,GOOGL,191.02,192.78,189.3,190.81,26086494.0
2022-05-10,GOOGL,196.55,197.77,194.71,195.09,21575134.0
2022-05-11,GOOGL,192.3,193.36,189.56,191.11,14918521.0
2022-05-12,GOOGL,191.77,193.52,188.77,192.84,4368066.0
2022-05-13,GOOGL,195.7,197.16,193.22,196.82,15779350.0
2022-05-16,GOOGL,190.37,193.2,190.12,191.66,16548689.0
2022-05-17,GOOGL,191.09,193.68,188.55,191.95,23326778.0
2022-05-18,GOOGL,191.93,192.43,190.42,191.74,26006174.0
2022-05-19,GOOGL,188.73,189.23,188.13,189.15,11545101.0
2022-05-20,GOOGL,189.01,190.63,187.9,189.64,20998463.0
2022-05-23,GOOGL,188.04,189.03,187.03,187.27,20770873.0
2022-05-24,GOOGL,193.54,193.83,191.29,193.13,22730095.0
2022-05-25,GOOGL,189.32,191.4,188.99,190.6,19074345.0
2022-05-26,GOOGL,199.75,199.83,198.15,198.97,10638636.0
2022-05-27,GOOGL,192.36,192.48,191.23,191.97,14913606.0
2022-05-30,GOOGL,191.81,192.44,191.4,191.41,8550900.0
2022-05-31,GOOGL,191.14,192.12,190.01,191.57,14613478.0
2022-06-01,GOOGL,190.73,191.87,189.66,190.87,22135933.0
2022-06-02,GOOGL,187.85,189.97,187.2,189.33,17843263.0
2022-06-03,GOOGL,188.23,188.97,185.7,187.58,69615342.0
2022-06-06,GOOGL,190.08,191.73,189.84,190.84,18076092.0
2022-06-07,GOOGL,194.52,196.84,193.56,195.2,7643719.0
2022-06-08,GOOGL,194.28,196.11,194.09,194.96,132605.0
2022-06-09,GOOGL,191.79,192.68,188.74,190.43,16848788.0
2022-06-10,GOOGL,197.69,198.3,197.12,198.21,14541468.0
2022-06-13,GOOGL,195.26,197.42,192.87,194.53,9687984.0
2022-06-14,GOOGL,188.48,189.59,187.22,188.5,5084724.0
2022-06-15,GOOGL,179.85,182.09,178.56,180.44,11228609.0
2022-06-16,GOOGL,180.22,181.42,178.23,180.94,14665092.0
2022-06-17,GOOGL,179.74,180.22,179.66,180.19,20137809.0
2022-06-20,GOOGL,184.38,185.0,181.55,184.43,17102094.0
2022-06-21,GOOGL,187.49,188.8,185.98,187.04,26130975.0
2022-06-22,GOOGL,188.0,188.91,187.21,188.35,9314865.0
2022-06-23,GOOGL,186.97,188.04,186.16,187.34,21506553.0
2022-06-24,GOOGL,191.42,194.16,191.35,192.09,16203094.0
2022-06-27,GOOGL,199.32,201.58,198.34,200.27,20320947.0
2022-06-28,GOOGL,203.85,205.82,203.01,204.88,13125607.0
2022-06-29,GOOGL,203.72,203.94,202.45,202.93,22719075.0
2022-06-30,GOOGL,206.14,207.86,205.34,206.57,17780125.0
2022-07-01,GOOGL,204.52,205.81,204.26,204.87,11580355.0
2022-07-04,GOOGL,199.54,201.94,198.55,200.07,15825748.0
2022-07-05,GOOGL,196.03,198.6,195.24,196.27,14378442.0
2022-07-06,GOOGL,195.14,196.77,194.18,194.85,19013843.0
2022-07-07,GOOGL,195.04,195.66,193.92,195.41,8397798.0
2022-07-08,GOOGL,211.68,212.09,210.59,211.53,47146584.0
2022-07-11,GOOGL,208.75,209.55,206.07,207.59,18416739.0
2022-07-12,GOOGL,213.16,215.64,212.29,213.85,16112289.0
2022-07-13,GOOGL,212.12,214.01,209.48,212.49,24469980.0
2022-07-14,GOOGL,203.91,205.71,202.89,203.39,20825707.0
2022-07-15,GOOGL,202.46,203.59,200.61,201.26,15854647.0
2022-07-18,GOOGL,,208.7,205.46,206.66,17280568.0
2022-07-19,GOOGL,206.96,208.41,206.11,208.36,17782928.0
2022-07-20,GOOGL,210.35,212.46,210.19,210.35,18467577.0
2022-07-21,GOOGL,216.63,217.43,216.44,216.72,4289417.0
2022-07-22,GOOGL,212.55,214.32,211.73,211.96,13984255.0
2022-07-25,GOOGL,207.69,209.02,205.75,207.24,6459874.0
2022-07-26,GOOGL,187.2,187.26,186.34,187.23,72099720.0
2022-07-27,GOOGL,191.78,192.08,190.48,190.99,15515174.0
2022-07-28,GOOGL,192.96,193.53,192.85,193.48,14672410.0
2022-07-29,GOOGL,196.87,198.46,195.99,196.71,21606663.0
2022-08-01,GOOGL,190.84,192.73,190.46,191.77,18588594.0
2022-08-02,GOOGL,185.2,185.7,183.9,185.23,8723108.0
2022-08-03,GOOGL,179.0,180.53,177.85,180.04,15451210.0
2022-08-04,GOOGL,175.75,177.09,174.99,176.53,13770270.0
2022-08-05,GOOGL,184.01,185.3,182.65,182.77,4805445.0
2022-08-08,GOOGL,185.6,188.62,184.99,186.95,11511458.0
2022-08-09,GOOGL,185.03,186.15,184.5,185.19,14734751.0
2022-08-10,GOOGL,187.13,187.74,186.0,186.52,15171041.0
2022-08-11,GOOGL,185.49,186.3,182.52,183.87,6473916.0
2022-08-12,GOOGL,185.59,186.18,184.03,185.46,23227853.0
2022-08-15,GOOGL,181.15,181.29,179.59,180.98,15252765.0
2022-08-16,GOOGL,184.14,184.8,182.27,184.11,16141103.0
2022-08-17,GOOGL,181.56,181.87,179.04,180.81,18450670.0
2022-08-18,GOOGL,184.47,185.85,184.12,184.15,10889363.0
2022-08-19,GOOGL,182.12,182.56,181.14,182.54,18805063.0
2022-08-22,GOOGL,180.29,181.2,176.89,179.5,13567309.0
2022-08-23,GOOGL,185.75,187.99,184.44,186.09,10199147.0
2022-08-24,GOOGL,185.75,187.25,185.64,186.93,19549870.0
2022-08-25,GOOGL,184.55,186.54,183.82,185.72,25390609.0
2022-08-26,GOOGL,188.81,191.42,188.55,188.96,20512793.0
2022-08-29,GOOGL,183.66,184.55,181.8,183.58,21773193.0
2022-08-30,GOOGL,188.93,190.05,187.16,188.22,12590556.0
2022-08-31,GOOGL,188.23,189.21,187.69,187.76,5739944.0
2022-09-01,GOOGL,190.43,191.02,189.93,190.37,25380837.0
2022-09-02,GOOGL,184.84,184.9,183.94,184.1,28970780.0
2022-09-05,GOOGL,182.68,183.75,182.66,182.67,25715860.0
2022-09-06,GOOGL,181.87,183.6,178.7,182.8,13766333.0
2022-09-07,GOOGL,185.99,187.97,184.16,187.1,8557726.0
2022-09-08,GOOGL,191.0,193.82,188.06,190.04,9123538.0
2022-09-09,GOOGL,186.84,188.71,185.73,188.52,5192189.0
2022-09-12,GOOGL,189.8,190.73,188.83,189.96,15219208.0
2022-09-13,GOOGL,197.7,198.3,193.81,195.4,26115777.0
2022-09-14,GOOGL,195.01,195.14,192.9,194.66,15001131.0
2022-09-15,GOOGL,193.29,194.91,193.07,193.45,17825275.0
2022-09-16,GOOGL,184.45,187.1,183.55,185.69,24652256.0
2022-09-19,GOOGL,185.84,188.53,183.58,184.66,13331825.0
2022-09-20,GOOGL,178.69,179.91,175.46,177.83,28850029.0
2022-09-21,GOOGL,177.98,179.18,176.71,177.49,28573730.0
2022-09-22,GOOGL,181.5,183.47,180.97,181.5,15068246.0
2022-09-23,GOOGL,173.73,174.39,172.49,173.34,12228598.0
2022-09-26,GOOGL,178.11,179.2,177.59,178.22,20337288.0
2022-09-27,GOOGL,176.35,177.1,174.99,177.03,13691663.0
2022-09-28,GOOGL,180.54,181.89,179.56,179.86,25636524.0
2022-09-29,GOOGL,177.96,180.38,175.6,177.99,24052053.0
2022-09-30,GOOGL,171.87,172.23,170.97,171.51,23639923.0
2022-10-03,GOOGL,168.6,170.17,167.59,168.68,16891424.0
2022-10-04,GOOGL,177.08,178.4,176.27,176.76,7869284.0
2022-10-05,GOOGL,172.64,173.83,172.29,172.65,8081347.0
2022-10-06,GOOGL,166.76,167.08,163.74,166.82,16584306.0
2022-10-07,GOOGL,167.46,167.94,166.57,167.44,12722605.0
2022-10-10,GOOGL,169.18,170.6,165.31,167.22,13732576.0
2022-10-11,GOOGL,166.67,167.14,164.86,166.14,22402830.0
2022-10-12,GOOGL,167.99,168.65,165.87,166.29,20565907.0
2022-10-13,GOOGL,168.76,169.39,168.76,168.76,24668449.0
2022-10-14,GOOGL,166.49,167.43,165.36,166.7,9600983.0
2022-10-17,GOOGL,166.8,167.82,166.21,167.51,13719227.0
2022-10-18,GOOGL,172.52,173.95,170.99,171.43,20730033.0
2022-10-19,GOOGL,167.22,167.85,167.04,167.82,18752410.0
2022-10-20,GOOGL,160.7,161.96,158.07,159.56,25649539.0
2022-10-21,GOOGL,161.38,162.35,161.04,162.03,18577220.0
2022-10-24,GOOGL,171.9,173.14,171.14,171.3,27657855.0
2022-10-25,GOOGL,170.3,174.88,169.85,171.38,19337227.0
2022-10-26,GOOGL,171.94,172.28,171.32,172.24,22658565.0
2022-10-27,GOOGL,171.24,171.94,170.97,171.23,13844388.0
2022-10-28,GOOGL,177.0,177.98,176.43,177.42,15993111.0
2022-10-31,GOOGL,177.11,177.49,177.01,177.23,21696651.0
2022-11-01,GOOGL,176.49,177.53,175.63,176.61,26162213.0
2022-11-02,GOOGL,179.53,179.83,178.59,178.96,61622490.0
2022-11-03,GOOGL,175.71,177.95,175.5,177.17,15373185.0
2022-11-04,GOOGL,171.95,174.07,171.84,172.34,24663312.0
2022-11-07,GOOGL,176.69,177.09,174.32,175.82,1959290.0
2022-11-08,GOOGL,174.04,175.07,173.19,173.65,6855550.0
2022-11-09,GOOGL,170.92,171.98,168.58,170.07,20238034.0
2022-11-10,GOOGL,178.75,179.04,177.66,178.21,15991973.0
2022-11-11,GOOGL,176.86,177.77,176.59,177.62,19753839.0
2022-11-14,GOOGL,180.14,180.88,179.67,179.67,16311921.0
2022-11-15,GOOGL,179.97,182.17,179.69,179.9,19533956.0
2022-11-16,GOOGL,178.11,179.72,175.43,176.53,
2022-11-17,GOOGL,179.9,180.52,179.25,179.33,19531032.0
2022-11-18,GOOGL,181.06,184.25,180.31,180.69,22227596.0
2022-11-21,GOOGL,178.67,179.94,176.92,178.19,23666023.0
2022-11-22,GOOGL,180.34,181.94,178.83,180.01,28710235.0
2022-11-23,GOOGL,178.4,180.46,178.07,178.09,17454916.0
2022-11-24,GOOGL,173.73,175.95,172.95,173.92,
2022-11-25,GOOGL,169.83,169.87,167.38,169.47,6213495.0
2022-11-28,GOOGL,171.22,172.52,169.16,170.58,12521981.0
2022-11-29,GOOGL,169.96,170.73,167.42,169.25,14674057.0
2022-11-30,GOOGL,175.69,178.62,174.12,175.04,22583202.0
2022-12-01,GOOGL,176.03,177.41,173.97,174.98,12015719.0
2022-12-02,GOOGL,172.85,173.92,171.57,172.09,20967665.0
2022-12-05,GOOGL,172.89,175.59,171.98,172.46,47675748.0
2022-12-06,GOOGL,166.96,168.85,166.75,167.72,14775284.0
2022-12-07,GOOGL,166.76,168.13,165.71,167.51,17485419.0
2022-12-08,GOOGL,168.63,169.15,167.76,168.8,13414128.0
2022-12-09,GOOGL,169.66,171.09,169.3,169.63,13173172.0
2022-12-12,GOOGL,175.63,176.94,173.28,174.66,5058271.0
2022-12-13,GOOGL,183.01,185.91,180.97,185.04,14325021.0
2022-12-14,GOOGL,187.14,188.72,187.01,187.91,12849206.0
2022-12-15,GOOGL,192.82,193.03,190.47,192.96,12620132.0
2022-12-16,GOOGL,203.39,205.46,203.05,204.19,18553916.0
2022-12-19,GOOGL,199.21,200.15,198.8,199.84,20091719.0
2022-12-20,GOOGL,200.14,201.76,197.57,,17379196.0
2022-12-21,GOOGL,197.81,199.34,197.37,198.56,22233961.0
2022-12-22,GOOGL,201.78,203.18,201.74,202.39,19563319.0
2022-12-23,GOOGL,204.83,207.62,201.56,203.73,14025411.0
2022-12-26,GOOGL,200.7,200.8,198.55,200.21,12958052.0
2022-12-27,GOOGL,200.99,201.0,199.48,200.38,17892060.0
2022-12-28,GOOGL,205.15,206.37,204.72,205.17,19551903.0
2022-12-29,GOOGL,200.29,200.29,196.15,199.49,24793769.0
2022-12-30,GOOGL,196.8,198.26,196.03,196.14,23479156.0
2023-01-02,GOOGL,192.67,193.14,192.0,192.21,12457980.0
2023-01-03,GOOGL,191.45,192.55,189.79,191.95,45760140.0
2023-01-04,GOOGL,195.11,196.71,193.89,195.45,60511512.0
2023-01-05,GOOGL,187.89,190.19,185.96,187.11,22695651.0
2023-01-06,GOOGL,187.22,187.7,186.58,187.61,21874916.0
2023-01-09,GOOGL,183.0,185.37,182.02,183.94,15495911.0
2023-01-10,GOOGL,187.77,188.41,187.65,188.17,7925528.0
2023-01-11,GOOGL,188.46,189.27,185.13,187.3,9548104.0
2023-01-12,GOOGL,187.56,188.44,186.8,187.96,17636424.0
2023-01-13,GOOGL,188.31,188.69,185.98,188.06,18079092.0
2023-01-16,GOOGL,192.42,194.82,190.8,192.89,8913650.0
2023-01-17,GOOGL,202.51,202.65,200.84,,16185734.0
2023-01-18,GOOGL,197.46,198.39,196.86,197.04,19917382.0
2023-01-19,GOOGL,191.93,193.72,191.03,193.07,8579402.0
2023-01-20,GOOGL,194.77,195.61,192.43,194.56,22931000.0
2023-01-23,GOOGL,189.94,193.68,189.61,191.21,13500796.0
2023-01-24,GOOGL,194.87,196.64,194.45,195.3,23901774.0
2023-01-25,GOOGL,200.16,200.45,199.94,200.17,12508998.0
2023-01-26,GOOGL,199.35,201.59,196.95,197.9,9371977.0
2023-01-27,GOOGL,194.96,195.37,193.68,194.72,12988071.0
2023-01-30,GOOGL,193.07,194.27,190.83,193.66,15297004.0
2023-01-31,GOOGL,193.98,195.35,193.29,194.22,13431152.0
2023-02-01,GOOGL,196.41,196.73,194.91,195.69,14528270.0
2023-02-02,GOOGL,185.78,187.8,185.67,186.34,18026548.0
2023-02-03,GOOGL,183.32,183.41,182.29,182.52,14813378.0
2023-02-06,GOOGL,180.64,183.14,180.59,181.02,15481698.0
2023-02-07,GOOGL,177.33,179.61,176.23,177.98,5030026.0
2023-02-08,GOOGL,166.88,168.99,166.46,167.21,18393781.0
2023-02-09,GOOGL,159.47,160.94,158.06,160.5,15334819.0
2023-02-10,GOOGL,154.71,157.57,154.15,156.05,26145133.0
2023-02-13,GOOGL,155.7,156.97,155.22,155.75,9925758.0
2023-02-14,GOOGL,154.31,157.26,153.45,154.35,4399859.0
2023-02-15,GOOGL,152.47,152.95,151.98,152.31,19833699.0
2023-02-16,GOOGL,155.05,156.12,154.59,155.1,18106453.0
2023-02-17,GOOGL,159.39,160.79,157.71,157.94,9487697.0
2023-02-20,GOOGL,158.66,159.89,158.36,158.55,6171662.0
2023-02-21,GOOGL,158.2,159.69,157.58,159.07,25681447.0
2023-02-22,GOOGL,155.5,156.39,155.09,156.19,24897236.0
2023-02-23,GOOGL,153.77,154.21,153.59,153.77,79786.0
2023-02-24,GOOGL,147.93,149.17,147.36,148.19,12987524.0
2023-02-27,GOOGL,146.75,148.59,146.27,147.46,26487979.0
2023-02-28,GOOGL,150.09,150.77,149.15,150.12,12874049.0
2023-03-01,GOOGL,154.73,155.03,154.26,154.76,12781500.0
2023-03-02,GOOGL,154.99,155.03,153.75,154.02,14103630.0
2023-03-03,GOOGL,155.22,156.03,153.91,155.79,8772326.0
2023-03-06,GOOGL,146.15,146.53,145.07,146.39,5058336.0
2023-03-07,GOOGL,146.0,146.19,144.53,145.09,22597372.0
2023-03-08,GOOGL,143.91,144.48,143.34,143.72,4179507.0
2023-03-09,GOOGL,148.06,149.47,147.82,148.61,17475099.0
2023-03-10,GOOGL,146.8,148.45,146.42,147.21,64625007.0
2023-03-13,GOOGL,148.2,149.72,147.76,148.91,6671137.0
2023-03-14,GOOGL,150.51,151.82,150.32,150.46,10023059.0
2023-03-15,GOOGL,151.32,152.13,148.84,150.7,23619134.0
2023-03-16,GOOGL,156.97,157.9,154.84,155.96,19291899.0
2023-03-17,GOOGL,147.46,149.63,147.33,148.34,11975743.0
2023-03-20,GOOGL,149.42,149.51,148.54,148.9,23549609.0
2023-03-21,GOOGL,152.84,153.66,152.05,152.74,23576876.0
2023-03-22,GOOGL,146.45,147.18,146.01,,17613647.0
2023-03-23,GOOGL,149.18,149.78,148.67,149.42,10176409.0
2023-03-24,GOOGL,145.91,148.94,145.19,147.03,13272329.0
2023-03-27,GOOGL,147.85,149.5,147.1,147.47,17723907.0
2023-03-28,GOOGL,144.29,145.15,144.28,145.05,14702600.0
2023-03-29,GOOGL,147.79,148.32,147.38,148.23,21874837.0
2023-03-30,GOOGL,147.63,148.07,147.34,147.38,6171503.0
2023-03-31,GOOGL,149.16,150.32,148.12,150.24,6397381.0
2023-04-03,GOOGL,150.99,152.32,150.68,151.78,17052733.0
2023-04-04,GOOGL,154.28,155.54,153.12,153.54,38326710.0
2023-04-05,GOOGL,155.41,156.79,154.98,155.33,11913642.0
2023-04-06,GOOGL,152.77,153.26,151.26,153.17,4655812.0
2023-04-07,GOOGL,153.56,153.7,153.39,153.48,16026561.0
2023-04-10,GOOGL,152.95,153.44,152.52,152.54,15566662.0
2023-04-11,GOOGL,156.38,156.47,154.48,155.69,20058941.0
2023-04-12,GOOGL,156.95,159.56,155.32,157.64,16340536.0
2023-04-13,GOOGL,156.99,157.74,155.44,157.63,15058751.0
2023-04-14,GOOGL,155.74,156.6,155.13,155.36,23389006.0
2023-04-17,GOOGL,151.56,151.96,150.56,151.18,7553768.0
2023-04-18,GOOGL,150.91,152.47,150.85,151.72,19314146.0
2023-04-19,GOOGL,149.13,150.42,147.84,149.71,5272244.0
2023-04-20,GOOGL,143.63,143.77,142.78,143.74,10569501.0
2023-04-21,GOOGL,139.69,140.13,138.8,139.68,8188649.0
2023-04-24,GOOGL,144.88,145.5,143.74,144.85,20876084.0
2023-04-25,GOOGL,142.08,144.51,141.21,142.85,15486164.0
2023-04-26,GOOGL,145.99,147.02,145.03,145.97,47449017.0
2023-04-27,GOOGL,144.5,145.74,143.71,144.91,8862422.0
2023-04-28,GOOGL,148.32,149.24,147.72,149.01,13995913.0
2023-05-01,GOOGL,152.97,153.02,152.97,152.98,11045911.0
2023-05-02,GOOGL,150.25,151.13,149.41,150.31,18341348.0
2023-05-03,GOOGL,144.43,145.6,143.13,143.97,9598007.0
2023-05-04,GOOGL,135.01,136.08,134.27,135.48,73082733.0
2023-05-05,GOOGL,133.29,133.62,132.89,133.17,5244044.0
2023-05-08,GOOGL,138.04,140.54,138.04,138.9,10772045.0
2023-05-09,GOOGL,137.59,137.75,137.54,137.74,26570724.0
2023-05-10,GOOGL,138.51,139.72,137.96,,13134361.0
2023-05-11,GOOGL,142.68,143.51,141.85,142.37,7538429.0
2023-05-12,GOOGL,143.11,143.18,141.81,142.8,17295722.0
2023-05-15,GOOGL,143.58,144.65,142.58,143.12,12878312.0
2023-05-16,GOOGL,144.93,145.37,144.73,145.18,10585350.0
2023-05-17,GOOGL,146.49,147.43,145.02,146.2,8931515.0
2023-05-18,GOOGL,147.05,148.66,144.06,145.97,33511559.0
2023-05-19,GOOGL,143.49,144.94,143.43,143.75,14302137.0
2023-05-22,GOOGL,144.88,145.57,142.19,144.09,3653904.0
2023-05-23,GOOGL,148.2,149.71,147.49,147.69,25403559.0
2023-05-24,GOOGL,153.52,154.11,152.1,153.69,19789188.0
2023-05-25,GOOGL,154.66,155.28,153.48,154.77,11026821.0
2023-05-26,GOOGL,157.53,158.42,156.12,157.46,9966761.0
2023-05-29,GOOGL,159.0,159.34,157.82,158.49,20186120.0
2023-05-30,GOOGL,158.53,159.8,155.35,158.28,14331610.0
2023-05-31,GOOGL,159.88,160.54,159.47,160.18,3651293.0
2023-06-01,GOOGL,163.17,165.66,161.58,164.52,27270673.0
2023-06-02,GOOGL,161.87,162.57,160.51,161.44,13141665.0
2023-06-05,GOOGL,155.26,158.23,154.19,156.46,25415403.0
2023-06-06,GOOGL,149.53,150.54,148.95,150.34,72102657.0
2023-06-07,GOOGL,150.89,151.18,149.73,151.14,9534917.0
2023-06-07,GOOGL,150.89,151.18,149.73,151.14,9534917.0
2023-06-08,GOOGL,153.41,155.26,152.59,154.15,22474241.0
2023-06-09,GOOGL,151.11,152.04,149.83,150.92,11758475.0
2023-06-12,GOOGL,142.8,143.38,141.13,142.96,4028349.0
2023-06-13,GOOGL,141.9,143.47,140.84,141.46,13201408.0
2023-06-14,GOOGL,140.04,142.1,140.01,140.94,18431561.0
2023-06-15,GOOGL,137.1,139.21,135.55,137.46,12958813.0
2023-06-16,GOOGL,135.89,136.51,134.97,135.89,41847390.0
2023-06-19,GOOGL,138.62,139.87,138.25,138.59,23176333.0
2023-06-20,GOOGL,139.3,140.39,137.21,138.91,16579628.0
2023-06-21,GOOGL,139.55,140.71,138.9,140.06,10538101.0
2023-06-22,GOOGL,138.79,139.64,137.8,139.05,20367771.0
2023-06-23,GOOGL,137.12,137.69,135.67,136.84,17159625.0
2023-06-26,GOOGL,134.65,137.33,133.97,135.84,137425.0
2023-06-27,GOOGL,137.63,138.12,136.49,137.42,18626938.0
2023-06-28,GOOGL,133.47,134.12,132.71,133.06,18394612.0
2023-06-29,GOOGL,137.34,140.52,136.46,138.07,16030220.0
2023-06-30,GOOGL,139.73,140.02,138.84,139.91,21574243.0
2023-07-03,GOOGL,139.17,139.83,137.57,138.35,11625208.0
2023-07-04,GOOGL,141.3,142.1,140.57,140.93,18042671.0
2023-07-05,GOOGL,145.12,146.32,144.0,144.86,5934971.0
2023-07-06,GOOGL,144.46,144.74,143.7,143.9,18491690.0
2023-07-07,GOOGL,144.32,144.8,142.81,143.3,28325435.0
2023-07-10,GOOGL,148.19,148.25,147.14,148.18,9574057.0
2023-07-11,GOOGL,155.09,156.06,152.89,155.34,11069212.0
